data_index,page,ad_type,ad_rank,organic_rank,asin,title,url,price_current,price_list,rating_stars,rating_count,is_prime,image_small,image_large,brand_name,scraped_at
11,3,Organic,,40.0,B0FJ7LX341,IN-Formation: A Lawyer's Guide to Business Formation and Entrepreneurial Success,N/A,$19.99,,5.0,10.0,False,https://m.media-amazon.com/images/I/61QNP9nzbYL._AC_UY218_.jpg,https://m.media-amazon.com/images/I/61QNP9nzbYL._AC_UY218_.jpg,,2026-04-23T11:36:24.956203
12,3,Organic,,41.0,B0GHFWJF54,"New Carbon Fiber Pool Pole Telescopic, 4.6-15 FT Lightweight Adjustable Extension Poole Pole, Professional Telescoping Swimming Pool Cleaning Poles, for Brushes, Vacuum, Nets, Skimmers",N/A,$59.00,,4.8,19.0,False,https://m.media-amazon.com/images/I/71I-oN22MYL._AC_UY218_.jpg,https://m.media-amazon.com/images/I/71I-oN22MYL._AC_UY218_.jpg,,2026-04-23T11:36:24.960489
13,3,Organic,,42.0,B001LOLJ3Q,Last Hundred Yards: The NCO's Contribution to Warfare,N/A,,,5.0,1.0,False,https://m.media-amazon.com/images/I/911VhPZZZmL._AC_UY218_.jpg,https://m.media-amazon.com/images/I/911VhPZZZmL._AC_UY218_.jpg,,2026-04-23T11:36:24.964227
14,3,Organic,,43.0,0538735457,Linear Algebra: A Modern Introduction (Available 2011 Titles Enhanced Web Assign),N/A,$74.34,,4.3,54.0,False,https://m.media-amazon.com/images/I/71sQLAgVWBL._AC_UY218_.jpg,https://m.media-amazon.com/images/I/71sQLAgVWBL._AC_UY218_.jpg,,2026-04-23T11:36:24.972208
15,3,Organic,,44.0,0903685418,Poole Pottery: Carter & Company & Their Successors,N/A,,,4.8,8.0,False,https://m.media-amazon.com/images/I/71TlGamRWgL._AC_UY218_.jpg,https://m.media-amazon.com/images/I/71TlGamRWgL._AC_UY218_.jpg,,2026-04-23T11:36:24.976551
16,3,Organic,,45.0,0691006458,"Vision, Race, and Modernity: A Visual Economy of the Andean World",N/A,$37.24,,,,False,https://m.media-amazon.com/images/I/81nkGM7p-hL._AC_UY218_.jpg,https://m.media-amazon.com/images/I/81nkGM7p-hL._AC_UY218_.jpg,,2026-04-23T11:36:24.987320
17,3,Organic,,46.0,B079BJDV8X,Food for Thought,N/A,$0.00,,4.7,13.0,False,https://m.media-amazon.com/images/I/61EtyH-R+AL._AC_UY218_.jpg,https://m.media-amazon.com/images/I/61EtyH-R+AL._AC_UY218_.jpg,,2026-04-23T11:36:24.991980
18,3,Organic,,47.0,0903685868,Poole Pottery,N/A,,,5.0,5.0,False,https://m.media-amazon.com/images/I/91vXiMfslqL._AC_UY218_.jpg,https://m.media-amazon.com/images/I/91vXiMfslqL._AC_UY218_.jpg,,2026-04-23T11:36:24.996819
19,3,Organic,,48.0,B0G4T8D832,I Always Said Yes: the Many Lives of Wakefield Poole,N/A,$5.99,,,,False,https://m.media-amazon.com/images/I/91-FtqudmSL._AC_UY218_.jpg,https://m.media-amazon.com/images/I/91-FtqudmSL._AC_UY218_.jpg,,2026-04-23T11:36:25.000577
20,3,Title,,,,Previous1234...20Next,,,,,,False,,,,2026-04-23T11:36:25.001266
